# Constructed from biom file																									
#OTU ID	Bn25	Bn26	Bn27	Bn28	Bn29	Bn30	Bn31	Bn32	Bn33	Bn34	Bn35	Bn36	Bn61	Bn62	Bn63	Bn64	Bn65	Bn66	Bn67	Bn68	Bn69	Bn70	Bn71	Bn72	taxonomy
OTU485	0	1	28	34	0	0	0	3	0	1	2	2	0	0	23	12	0	0	2	10	0	0	6	6	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin517; g__; s__
OTU917	0	3	14	8	0	4	13	1	0	2	2	0	0	21	4	10	0	10	0	1	0	0	0	2	k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__
OTU862	0	1	8	7	0	0	5	5	0	1	1	0	0	14	5	1	0	1	0	2	0	2	2	4	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
OTU1118	0	4	0	0	0	5	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
OTU1581	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
OTU514	0	2	82	54	0	0	28	46	0	1	3	1	0	0	49	35	0	0	3	7	0	0	1	2	k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__
OTU382	0	5	25	24	0	2	19	5	3	0	6	1	0	5	13	12	2	1	5	5	0	2	1	11	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__
OTU2113	0	3	10	3	0	0	2	2	0	0	2	3	0	0	3	2	0	2	2	0	0	0	9	4	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__
OTU700	0	1	44	43	0	1	19	35	0	0	11	9	0	1	22	36	0	0	2	8	0	0	6	11	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU210	0	1	152	54	3	5	46	51	2	0	78	40	0	0	129	57	0	1	14	17	0	3	56	52	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Chthoniobacter; s__
OTU1123	0	3	2	0	0	5	0	0	0	6	0	0	0	62	1	0	0	19	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__; s__
OTU676	0	4	0	2	0	2	0	0	0	2	3	1	0	6	1	0	0	7	0	0	0	36	4	4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__
OTU855	0	8	1	0	1	4	3	0	70	4	0	0	1	9	3	3	4	7	0	1	3	3	0	2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides
OTU378	0	3	1	2	0	0	0	0	0	6	0	0	0	46	3	0	0	20	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
OTU859	0	2	32	32	0	1	14	18	0	5	5	1	0	20	18	16	0	6	3	14	0	5	3	3	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
OTU1719	0	1	0	0	0	5	0	0	0	1	0	0	0	8	0	0	0	5	0	2	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU590	0	1	27	26	0	5	5	19	0	1	9	6	0	63	26	21	0	12	4	6	0	24	15	15	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
OTU206	0	1	209	199	0	0	31	56	0	0	44	42	0	12	59	91	0	0	8	51	0	2	34	64	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__
OTU170	0	2	89	14	0	2	37	6	0	4	27	24	0	4	8	3	0	7	3	0	0	6	26	32	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__[Bryobacteraceae]; g__; s__
OTU1232	0	3	3	19	0	0	9	5	0	1	1	0	0	18	11	0	0	2	2	1	0	3	8	5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
OTU1276	0	2	4	8	0	0	4	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__
OTU1456	0	2	27	20	0	0	4	23	0	0	18	15	0	0	17	23	0	2	2	9	0	0	13	28	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae
OTU1900	0	2	14	10	0	1	0	1	0	2	2	2	0	3	4	0	0	7	3	0	0	16	9	3	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Nannocystaceae; g__Nannocystis; s__
OTU977	0	5	12	1	0	9	0	0	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
OTU1507	0	1	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
OTU312	0	1	72	56	0	0	20	55	0	0	21	21	0	1	32	69	0	0	13	22	0	0	35	52	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Pedomicrobium; s__
OTU300	0	5	81	40	0	0	16	32	0	2	7	7	0	2	61	18	0	1	10	18	0	3	29	14	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__
OTU2121	0	3	4	4	0	1	2	0	0	0	1	0	0	5	2	0	0	0	0	1	0	0	0	4	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU108	0	1	51	39	0	1	24	29	1	2	64	52	0	1	32	27	0	0	5	8	0	2	160	204	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
OTU453	0	7	5	4	0	6	0	0	0	3	0	0	0	2	0	3	0	11	0	0	0	29	5	6	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
OTU279	0	2	18	20	0	0	3	10	0	0	3	8	0	2	9	9	0	1	2	3	0	1	3	2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptosporangiaceae; g__Streptosporangium; s__
OTU1867	0	1	78	60	0	0	27	42	1	1	68	50	0	6	48	70	0	3	6	11	0	1	122	146	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
OTU1122	0	6	1	3	0	1	0	2	0	4	2	1	0	8	4	3	0	5	1	1	0	6	3	9	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
OTU2181	0	2	5	3	0	0	6	2	0	0	3	3	0	0	1	2	0	0	1	2	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
OTU168	0	1	83	63	0	0	20	66	0	0	17	31	0	1	44	48	0	1	6	16	0	0	26	21	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__
OTU230	0	1	91	98	0	0	27	92	0	3	83	60	0	1	39	103	0	0	8	19	0	0	71	137	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU575	0	7	4	10	0	4	14	8	0	9	2	1	0	17	12	5	0	5	0	1	0	7	2	12	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
OTU1845	0	1	19	20	0	1	18	25	0	0	15	24	0	1	10	13	0	0	1	5	0	0	6	24	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU525	0	1	159	139	0	0	78	79	0	0	17	26	0	6	69	12	0	0	0	42	1	0	8	7	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium
OTU447	0	2	157	115	0	2	34	124	2	2	44	54	0	7	197	120	0	4	26	51	0	2	46	54	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__
OTU1215	0	3	22	3	0	1	7	4	0	3	6	2	0	14	7	5	0	1	0	3	0	10	3	2	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU1079	0	2	18	7	0	0	4	6	1	0	31	7	0	1	0	11	0	0	2	1	0	2	10	23	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
OTU342	0	5	13	27	0	3	25	26	1	4	27	2	0	37	39	9	0	28	13	7	0	5	1	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
OTU937	0	1	1	0	0	1	3	0	0	1	0	0	0	6	4	0	0	7	1	0	0	5	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU1618	0	1	15	2	0	1	4	2	0	2	4	0	0	27	8	2	0	6	9	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU842	0	3	9	14	0	1	5	6	0	0	4	4	0	6	5	7	0	0	1	4	0	0	2	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
OTU465	0	1	123	133	1	0	60	105	0	0	21	18	0	4	56	103	0	2	7	33	0	1	19	35	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
OTU195	0	2	172	87	0	18	56	39	0	7	58	54	0	22	64	66	1	5	17	21	0	11	85	102	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides; s__
OTU1815	0	2	8	6	0	1	5	5	0	4	0	0	0	9	8	2	0	3	0	0	0	2	2	1	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
OTU497	0	1	73	84	0	0	9	17	0	3	7	0	0	4	94	53	0	1	3	30	0	0	3	5	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU297	0	5	5	10	2	8	8	6	2	6	0	0	0	15	0	0	0	32	3	2	0	25	0	4	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU1144	0	4	6	2	0	1	0	1	0	6	0	0	0	6	5	0	0	2	0	0	0	0	0	0	Unassigned
OTU1156	0	1	17	18	3	0	7	10	1	0	5	9	0	1	3	20	0	1	0	2	0	0	8	3	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
OTU628	0	2	0	2	0	1	0	0	0	0	2	2	0	0	1	0	0	3	0	0	0	75	10	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__; g__; s__
OTU2218	0	2	28	11	0	0	8	15	0	0	6	5	0	3	13	14	0	1	2	8	0	1	4	7	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
OTU717	0	1	32	9	0	0	13	5	0	0	13	16	0	0	15	19	0	0	2	3	0	0	21	22	k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__
OTU1443	0	1	21	13	0	0	10	10	0	0	2	0	0	1	10	3	0	0	2	5	1	0	0	3	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Pirellula; s__
OTU618	0	1	6	4	0	3	0	2	0	2	2	5	0	11	4	0	0	6	0	1	0	9	1	5	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__
OTU96	0	2	279	238	3	1	86	103	0	2	72	51	0	11	177	188	0	4	26	53	0	5	65	108	k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__
OTU1019	0	1	62	30	0	0	18	25	0	4	17	16	0	1	29	32	0	3	4	14	0	2	18	27	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__
OTU1850	0	1	12	13	0	1	6	4	0	1	3	1	0	3	9	2	0	1	0	5	0	1	5	5	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__
OTU1341	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	1	1	1	0	1	3	2	1	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae
OTU1537	0	2	72	60	0	0	9	20	0	0	3	1	0	0	44	16	0	0	5	16	0	0	2	3	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU1825	0	1	25	29	0	0	17	19	0	1	19	3	1	5	15	29	0	0	6	13	0	0	5	12	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__N1423WL; f__; g__; s__
OTU1274	0	1	2	3	0	0	3	3	0	0	1	0	0	0	11	2	0	0	0	0	0	0	0	5	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU992	0	1	3	4	0	0	0	1	0	0	4	0	0	0	3	6	0	0	0	1	0	0	3	2	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
OTU1082	0	2	0	0	0	3	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Unassigned
OTU2109	0	1	2	2	0	1	4	2	0	3	0	0	0	1	2	2	0	5	1	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae
OTU1605	0	2	15	15	0	0	5	5	0	0	1	2	0	0	2	0	0	0	1	2	0	0	1	3	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU383	0	2	38	44	0	1	8	49	0	0	5	14	0	6	44	45	0	3	8	11	0	1	7	9	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
OTU792	0	1	31	17	0	2	3	4	0	0	1	7	0	1	14	17	0	1	4	4	0	0	12	15	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
OTU323	0	1	128	175	0	1	48	173	0	1	54	24	0	2	139	205	0	0	19	59	0	0	39	40	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
OTU1871	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	22	0	0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__
OTU1938	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	3	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU794	0	2	7	6	0	4	4	3	0	3	3	0	0	78	12	9	0	18	0	2	0	5	4	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
OTU224	0	1	19	35	0	1	22	26	0	1	0	0	0	7	15	14	0	1	1	23	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
OTU1552	0	2	48	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
OTU1678	0	1	5	7	0	0	11	2	0	2	7	3	0	5	7	0	0	0	0	3	0	1	2	2	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__
OTU1712	0	1	25	16	0	0	2	23	0	0	2	1	0	0	15	25	0	0	2	6	0	0	2	0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__
OTU947	0	2	4	11	0	0	8	5	0	0	1	6	0	0	1	2	0	0	1	6	0	0	6	2	k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae; g__Nostoc; s__
OTU1006	0	1	0	3	0	4	0	0	0	3	0	3	0	14	4	1	0	2	0	0	0	33	1	2	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU2162	0	1	8	9	0	0	2	1	0	0	0	0	0	5	17	12	0	2	0	2	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU1246	0	1	40	39	0	0	8	8	0	1	0	0	0	5	18	14	0	0	1	9	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
OTU702	0	2	67	60	0	1	10	17	0	0	7	13	0	5	28	23	0	1	0	17	0	3	20	16	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
OTU249	0	2	24	19	0	2	36	20	0	5	52	5	0	12	41	10	0	12	16	5	0	4	8	3	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
OTU562	0	2	0	3	0	0	7	0	0	0	2	0	0	0	0	0	0	0	2	0	0	4	2	1	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU1665	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__
OTU523	0	2	11	13	0	0	20	20	0	1	2	0	0	0	16	10	0	0	1	3	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
OTU966	0	1	22	8	0	4	20	12	0	0	5	7	0	9	12	2	0	4	0	0	0	11	4	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Sediminibacterium; s__
OTU697	0	1	0	0	0	0	1	2	0	1	0	0	0	3	0	2	0	0	0	0	0	17	4	0	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU1976	0	1	7	2	0	0	2	0	0	0	0	0	0	1	4	4	0	0	0	5	0	0	0	3	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU196	0	2	92	112	0	4	50	100	0	0	6	4	0	5	80	74	0	0	6	37	0	0	0	1	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
OTU908	0	2	0	1	0	0	1	1	0	2	0	0	0	0	0	3	0	0	0	1	0	0	1	4	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
OTU1638	0	1	15	9	0	0	4	8	0	0	2	1	0	0	20	19	0	1	0	7	0	0	2	0	k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__
OTU1957	0	1	8	12	0	0	2	3	0	0	1	0	0	0	5	12	0	0	1	3	0	0	1	1	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin517; g__; s__
OTU2207	0	1	27	43	0	0	12	93	0	0	11	18	0	0	36	57	0	0	6	12	0	0	13	28	k__Bacteria; p__Chloroflexi; c__P2-11E; o__; f__; g__; s__
OTU1472	0	2	3	7	0	0	3	3	0	0	0	0	0	1	2	5	0	0	2	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__
OTU931	0	1	10	7	0	0	8	14	0	0	0	1	0	0	2	15	0	0	3	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
OTU1001	0	3	7	1	0	5	4	3	0	3	0	1	0	11	0	1	0	2	0	0	0	5	1	2	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
OTU737	0	1	54	47	0	2	16	22	0	5	2	7	0	32	34	45	0	7	10	13	0	3	3	8	k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__[Kouleothrixaceae]; g__; s__
OTU1005	0	1	3	4	0	0	1	1	0	3	1	1	0	12	3	1	0	1	0	0	0	4	5	2	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
OTU1371	0	3	9	3	0	0	4	2	0	0	13	10	0	4	0	7	0	2	1	2	0	0	5	9	k__Bacteria; p__Chlorobi; c__SJA-28; o__; f__; g__; s__
OTU822	0	7	1	4	0	6	2	4	0	5	2	0	0	48	3	2	0	20	0	1	0	0	0	3	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU747	0	2	4	1	0	0	3	2	0	1	0	1	0	5	7	2	0	2	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Labrys; s__
OTU1607	0	1	8	5	0	0	5	7	0	0	12	24	0	0	1	13	0	0	2	2	0	1	10	11	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__
OTU663	0	1	0	0	0	0	0	0	16	0	0	0	1	0	0	0	11	3	0	1	4	0	0	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__
OTU645	0	1	21	15	0	0	3	4	0	0	0	2	0	2	14	8	0	0	2	5	0	3	7	32	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
OTU272	0	3	39	16	0	3	10	21	0	0	12	8	0	12	22	0	0	1	0	3	0	8	1	6	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU2197	0	1	35	18	0	1	11	8	0	0	1	4	4	5	5	13	0	4	0	5	0	2	3	7	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__; s__
OTU928	0	1	25	30	0	0	1	5	0	0	0	0	0	0	37	25	0	0	7	5	0	0	2	1	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
OTU1351	0	1	21	7	0	0	2	14	0	0	3	3	0	1	8	14	0	0	0	6	0	0	14	8	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
OTU675	0	1	19	25	0	2	10	41	2	0	15	17	0	1	9	33	0	0	4	3	0	0	11	32	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
OTU2081	0	1	5	4	0	1	0	2	0	0	0	2	0	0	1	5	0	0	0	1	0	2	1	2	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
OTU1308	0	1	1	0	0	0	0	0	0	2	1	0	0	6	4	0	0	7	0	0	0	1	0	1	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
OTU496	0	2	80	32	0	6	7	23	0	1	8	13	0	9	12	24	0	7	3	16	0	2	4	3	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae; g__; s__
OTU1913	0	2	12	6	0	15	7	4	0	15	3	0	0	32	4	3	0	13	2	5	0	5	6	9	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__
OTU567	0	1	29	15	0	0	12	10	0	0	3	1	0	7	15	3	0	1	0	3	0	0	0	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
OTU1290	0	1	1	0	0	0	2	0	0	0	10	1	0	1	0	0	0	0	0	0	0	5	4	2	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
OTU1865	0	1	10	13	0	0	3	7	0	1	5	2	0	6	6	2	0	0	0	3	0	2	3	9	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
OTU387	0	1	22	1	0	0	0	2	0	3	0	0	0	16	32	3	0	1	0	2	0	35	5	5	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU1377	0	1	15	16	0	0	2	13	0	0	2	3	0	1	21	9	0	0	0	2	0	0	6	2	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
OTU1129	0	1	0	2	0	0	1	0	0	1	0	0	0	25	0	0	0	9	0	0	0	3	0	0	Unassigned
OTU1095	0	2	0	0	0	2	1	0	0	0	14	3	0	4	0	1	0	6	0	1	0	33	0	6	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU1710	0	1	15	24	0	0	11	37	0	0	16	10	0	0	26	30	0	0	0	13	0	0	12	10	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
OTU169	0	1	100	80	0	0	38	61	0	0	46	17	0	3	27	39	1	3	9	13	0	1	25	31	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
OTU875	0	1	5	3	0	0	2	1	0	0	1	0	0	2	7	1	0	2	1	0	0	2	3	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae; g__Sporichthya; s__
OTU730	0	1	45	74	0	0	47	37	0	0	10	5	0	3	52	48	0	0	5	17	0	0	8	1	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU428	0	1	18	8	0	0	13	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Zymomonas; s__
